Date,Network,Post Type,Content Type,Linked Content,Impressions,Organic Impressions,Paid Impressions,Reach,Organic Reach,Paid Reach,Potential Reach,Engagement Rate (per Impression),Engagements,Reactions,Likes,Dislikes,Love Reactions,Haha Reactions,Wow Reactions,Sad Reactions,Angry Reactions,Comments,Shares,Saves,Post Link Clicks,SproutLink Clicks,Other Post Clicks,Post Clicks (All),Other Engagements,Subscribers Gained from Video,Annotation Clicks,Card Clicks,Video Views,Organic Video Views,Paid Video Views,Partial Video Views,Organic Partial Video Views,Paid Partial Video Views,Full Video Views,Organic Full Video Views,Paid Full Video Views,Full Video View Rate,Follow Video Views,For You Video Views,Hashtag Video Views,Business Account Video Views,Others Video Views,Search Video Views,Sound Video Views,Unspecified Video Views,Estimated Minutes Watched,Story Taps Back,Story Taps Forward,Story Exits,Story Replies,Video Added to Playlists,Subscribers Lost from Video,Video Removed from Playlists,Average Video Time Watched (Seconds),Poll Votes,Tags
2/21/25 21:25,Instagram,Story,Photo,,"3,642","3,642",,"3,578","3,578",,,0.03%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,"2,920",755,0,,,,,,
2/16/25 14:22,Instagram,Story,Video,,"1,984","1,984",,"1,875","1,875",,,0.05%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,"1,771",153,0,,,,,,
2/13/25 10:00,Instagram,Story,Video,,"1,684","1,684",,"1,628","1,628",,,0.06%,1,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,"1,439",183,1,,,,,,
2/12/25 16:23,Instagram,Story,Video,,"2,474","2,474",,"2,325","2,325",,,0.04%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,"2,104",269,0,,,,,,
2/11/25 12:36,Instagram,Story,Video,,"3,731","3,731",,"3,279","3,279",,,0.03%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,"2,447",974,0,,,,,,
1/28/25 8:54,Instagram,Story,Video,,"3,137","3,137",,"3,090","3,090",,,0.03%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,"1,888",777,0,,,,,,
1/24/25 15:17,Instagram,Story,Photo,,"2,703","2,703",,"2,703","2,703",,,0.04%,1,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,"2,072",551,1,,,,,,
1/23/25 11:20,Instagram,Story,Video,,"1,549","1,549",,"1,533","1,533",,,0.06%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,"1,275",249,0,,,,,,
1/22/25 9:07,Instagram,Story,Photo,,"1,717","1,717",,"1,664","1,664",,,0.06%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,"1,502",214,0,,,,,,
1/21/25 12:22,Instagram,Story,Video,,"2,833","2,833",,"2,757","2,757",,,0.04%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,"2,271",549,0,,,,,,
1/15/25 10:31,Instagram,Story,Video,,"1,827","1,827",,"1,813","1,813",,,0.05%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,"1,292",506,0,,,,,,
1/13/25 13:39,Instagram,Story,Photo,,"1,704","1,704",,"1,691","1,691",,,0.06%,1,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,"1,378",386,1,,,,,,
1/13/25 13:38,Instagram,Story,Photo,,"1,871","1,871",,"1,845","1,845",,,0.05%,1,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,"1,539",269,1,,,,,,
1/8/25 16:12,Instagram,Story,Video,,"1,708","1,708",,"1,677","1,677",,,0.06%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,"1,419",256,0,,,,,,
1/6/25 22:10,Instagram,Story,Photo,,"4,645","4,645",,"4,597","4,597",,,0.02%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,"3,363","1,092",0,,,,,,
1/6/25 16:16,Instagram,Story,Photo,,"4,138","4,138",,"4,138","4,138",,,0.02%,1,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,"3,177",935,0,,,,,,
12/29/25 12:09,Instagram,Story,Video,,"2,249","2,249",,"1,883","1,883",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,"1,371",442,0,,,,,,
12/17/25 11:01,Instagram,Story,Photo,,"2,058","2,058",,"1,707","1,707",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,"1,342",324,0,,,,,,
12/16/25 16:37,Instagram,Story,Photo,,"2,095","2,095",,"1,803","1,803",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,"1,347",370,0,,,,,,
12/15/25 13:40,Instagram,Story,Video,,"2,657","2,657",,"2,225","2,225",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,"1,763",404,0,,,,,,
12/15/25 11:41,Instagram,Story,Photo,,"2,886","2,886",,"2,491","2,491",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,"2,416",146,0,,,,,,
12/15/25 11:34,Instagram,Story,Photo,,"3,579","3,579",,"2,976","2,976",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,"2,726",258,0,,,,,,
12/12/25 13:55,Instagram,Story,Photo,,"2,277","2,277",,"1,923","1,923",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,"1,415",436,0,,,,,,
12/11/25 16:27,Instagram,Story,Photo,,"2,031","2,031",,"1,707","1,707",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,"1,331",357,0,,,,,,
12/5/25 9:38,Instagram,Story,Video,,"1,984","1,984",,"1,593","1,593",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,"1,043",427,0,,,,,,
12/4/25 13:01,Instagram,Story,Video,,"2,515","2,515",,"2,027","2,027",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229,"1,650",374,0,,,,,,
12/3/25 11:51,Instagram,Story,Video,,"1,700","1,700",,"1,500","1,500",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,"1,038",364,0,,,,,,
12/2/25 14:18,Instagram,Story,Video,,"1,420","1,420",,"1,256","1,256",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,873,342,0,,,,,,
12/1/25 13:32,Instagram,Story,Video,,"1,743","1,743",,"1,510","1,510",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,"1,178",341,0,,,,,,
11/26/25 14:52,Instagram,Story,Photo,,"1,908","1,908",,"1,725","1,725",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,"1,303",326,0,,,,,,
11/26/25 8:57,Instagram,Story,Photo,,"1,607","1,607",,"1,358","1,358",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,"1,225",143,0,,,,,,
11/26/25 8:54,Instagram,Story,Photo,,"1,739","1,739",,"1,545","1,545",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,"1,276",210,0,,,,,,
11/24/25 16:10,Instagram,Story,Photo,,"2,225","2,225",,"1,749","1,749",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,"1,666",147,0,,,,,,
11/19/25 13:41,Instagram,Story,Video,,"2,303","2,303",,"1,943","1,943",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,"1,438",468,0,,,,,,
11/18/25 9:37,Instagram,Story,Photo,,"1,906","1,906",,"1,606","1,606",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,"1,235",377,0,,,,,,
11/18/25 8:54,Instagram,Story,Video,,"1,978","1,978",,"1,735","1,735",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,"1,397",279,0,,,,,,
11/14/25 11:13,Instagram,Story,Photo,,"1,973","1,973",,"1,673","1,673",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,"1,221",367,0,,,,,,
11/13/25 20:49,Instagram,Story,Video,,"1,861","1,861",,"1,630","1,630",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,"1,243",361,0,,,,,,
11/13/25 11:30,Instagram,Story,Video,,"2,318","2,318",,"1,961","1,961",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,"1,499",413,0,,,,,,
11/12/25 15:46,Instagram,Story,Video,,"2,523","2,523",,"2,049","2,049",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,"1,361",455,0,,,,,,
11/8/25 20:27,Instagram,Story,Video,,"2,244","2,244",,"1,834","1,834",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,"1,246",471,0,,,,,,
11/7/25 19:27,Instagram,Story,Photo,,"2,552","2,552",,"2,193","2,193",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,"1,790",387,0,,,,,,
11/7/25 19:26,Instagram,Story,Photo,,"2,764","2,764",,"2,418","2,418",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,"1,993",297,0,,,,,,
11/7/25 13:19,Instagram,Story,Video,,"2,443","2,443",,"2,110","2,110",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,"1,270",327,0,,,,,,
11/6/25 10:42,Instagram,Story,Video,,"1,449","1,449",,"1,260","1,260",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,882,333,0,,,,,,
11/4/25 20:53,Instagram,Story,Video,,"2,504","2,504",,"2,033","2,033",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,"1,708",404,0,,,,,,
11/3/25 9:04,Instagram,Story,Video,,"2,576","2,576",,"2,167","2,167",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,"1,775",390,0,,,,,,
10/31/25 9:57,Instagram,Story,Video,,"2,766","2,766",,"2,331","2,331",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,"1,966",323,0,,,,,,
10/29/25 13:03,Instagram,Story,Video,,"3,081","3,081",,"2,243","2,243",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,"2,289",328,0,,,,,,
10/27/25 13:16,Instagram,Story,Photo,,"2,186","2,186",,"1,888","1,888",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,"1,401",373,0,,,,,,
10/22/25 11:18,Instagram,Story,Video,,"2,303","2,303",,"1,737","1,737",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178,"1,220",381,0,,,,,,
10/20/25 12:47,Instagram,Story,Video,,"2,791","2,791",,"2,304","2,304",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,"1,841",493,0,,,,,,
10/16/25 13:02,Instagram,Story,Photo,,"3,267","3,267",,"2,598","2,598",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,"1,943",538,0,,,,,,
10/13/25 12:55,Instagram,Story,Video,,"1,912","1,912",,"1,704","1,704",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"1,183",419,0,,,,,,
10/9/25 13:43,Instagram,Story,Video,,"2,544","2,544",,"2,252","2,252",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,"1,771",429,0,,,,,,
10/9/25 13:28,Instagram,Story,Photo,,"3,489","3,489",,"2,700","2,700",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,"2,104",249,0,,,,,,
10/9/25 9:17,Instagram,Story,Video,,"3,410","3,410",,"2,784","2,784",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,"2,030",425,0,,,,,,
10/8/25 13:54,Instagram,Story,Video,,"2,958","2,958",,"2,556","2,556",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,"1,453",492,0,,,,,,
10/6/25 15:22,Instagram,Story,Video,,"2,120","2,120",,"1,782","1,782",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,"1,258",458,0,,,,,,
10/3/25 13:52,Instagram,Story,Video,,"1,777","1,777",,"1,588","1,588",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,"1,191",317,0,,,,,,
10/3/25 9:39,Instagram,Story,Video,,"2,043","2,043",,"1,742","1,742",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,"1,399",325,0,,,,,,
10/2/25 12:18,Instagram,Story,Video,,"2,487","2,487",,"2,101","2,101",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,"1,434",528,0,,,,,,
9/25/25 9:43,Instagram,Story,Video,,"2,465","2,465",,"2,051","2,051",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233,"1,595",439,0,,,,,,
9/19/25 11:31,Instagram,Story,Photo,,"2,504","2,504",,"2,104","2,104",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,"1,580",481,0,,,,,,
9/19/25 9:51,Instagram,Story,Video,,"2,445","2,445",,"2,118","2,118",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,"1,704",341,0,,,,,,
9/18/25 14:12,Instagram,Story,Video,,"2,415","2,415",,"2,050","2,050",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,"1,556",464,0,,,,,,
9/16/25 11:56,Instagram,Story,Video,,"2,950","2,950",,"2,535","2,535",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,"1,478",679,0,,,,,,
9/15/25 12:04,Instagram,Story,Video,,"2,350","2,350",,"1,973","1,973",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,"1,303",533,0,,,,,,
9/10/25 11:32,Instagram,Story,Video,,"2,863","2,863",,"2,460","2,460",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,"1,983",482,0,,,,,,
9/8/25 13:10,Instagram,Story,Photo,,"4,057","4,057",,"3,041","3,041",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,"2,477",581,0,,,,,,
9/5/25 15:28,Instagram,Story,Video,,"2,006","2,006",,"1,732","1,732",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,"1,306",422,0,,,,,,
9/3/25 13:52,Instagram,Story,Video,,"3,147","3,147",,"2,630","2,630",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,"2,156",523,0,,,,,,
8/30/25 12:08,Instagram,Story,Photo,,"3,427","3,427",,"2,741","2,741",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188,"2,068",627,0,,,,,,
8/30/25 10:18,Instagram,Story,Photo,,"3,623","3,623",,"2,888","2,888",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,"2,288",538,0,,,,,,
8/29/25 11:59,Instagram,Story,Video,,"3,495","3,495",,"2,847","2,847",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,"2,245",653,0,,,,,,
8/27/25 12:01,Instagram,Story,Video,,"4,359","4,359",,"3,555","3,555",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,"2,205",481,0,,,,,,
8/18/25 21:52,Instagram,Story,Video,,"2,522","2,522",,"2,158","2,158",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,"1,865",355,0,,,,,,
8/18/25 19:33,Instagram,Story,Video,,"2,642","2,642",,"2,262","2,262",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,"2,114",248,0,,,,,,
8/18/25 19:32,Instagram,Story,Video,,"3,013","3,013",,"2,450","2,450",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,"2,291",205,0,,,,,,
8/18/25 12:21,Instagram,Story,Photo,,"2,860","2,860",,"2,285","2,285",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253,"2,286",191,0,,,,,,
8/18/25 9:45,Instagram,Story,Video,,"3,328","3,328",,"2,685","2,685",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,"2,078",351,0,,,,,,
8/17/25 9:37,Instagram,Story,Photo,,"3,833","3,833",,"3,028","3,028",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459,"3,083",106,0,,,,,,
8/17/25 9:35,Instagram,Story,Video,,"4,123","4,123",,"3,250","3,250",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,"3,345",250,0,,,,,,
8/16/25 22:09,Instagram,Story,Photo,,"4,437","4,437",,"3,439","3,439",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282,"3,161",503,0,,,,,,
8/16/25 21:48,Instagram,Story,Video,,"4,242","4,242",,"3,543","3,543",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319,"3,337",197,0,,,,,,
8/12/25 13:27,Instagram,Story,Video,,"2,834","2,834",,"2,411","2,411",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,"1,994",335,0,,,,,,
8/10/25 10:25,Instagram,Story,Photo,,"3,839","3,839",,"3,067","3,067",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,"2,565",595,0,,,,,,
8/9/25 13:21,Instagram,Story,Video,,"2,708","2,708",,"2,135","2,135",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,"1,892",410,0,,,,,,
8/8/25 9:45,Instagram,Story,Photo,,"2,778","2,778",,"2,385","2,385",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,"1,710",607,0,,,,,,
8/7/25 11:33,Instagram,Story,Video,,"1,711","1,711",,"1,556","1,556",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,"1,008",436,0,,,,,,
8/5/25 11:31,Instagram,Story,Photo,,"2,540","2,540",,"2,252","2,252",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,"1,599",576,0,,,,,,
8/4/25 10:59,Instagram,Story,Photo,,"4,565","4,565",,"3,555","3,555",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,"2,699",722,0,,,,,,
8/3/25 17:19,Instagram,Story,Photo,,380,380,,238,238,,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,191,57,0,,,,,,
8/1/25 20:19,Instagram,Story,Photo,,"3,864","3,864",,"3,279","3,279",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,"2,372",663,0,,,,,,
8/1/25 10:46,Instagram,Story,Photo,,"2,983","2,983",,"2,667","2,667",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,"2,021",457,0,,,,,,
7/31/25 21:07,Instagram,Story,Video,,"2,039","2,039",,"1,827","1,827",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,"1,473",317,0,,,,,,
7/31/25 18:29,Instagram,Story,Photo,,"1,982","1,982",,"1,822","1,822",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,"1,658",223,0,,,,,,
7/28/25 15:43,Instagram,Story,Video,,"3,624","3,624",,"3,083","3,083",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,"2,292",599,0,,,,,,
7/24/25 20:48,Instagram,Story,Photo,,"1,858","1,858",,"1,661","1,661",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,"1,301",313,0,,,,,,
7/23/25 14:52,Instagram,Story,Photo,,"1,707","1,707",,"1,571","1,571",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,"1,497",80,0,,,,,,
7/23/25 14:52,Instagram,Story,Video,,"1,770","1,770",,"1,588","1,588",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,"1,561",51,0,,,,,,
7/23/25 14:52,Instagram,Story,Video,,"1,947","1,947",,"1,673","1,673",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,"1,614",47,0,,,,,,
7/23/25 14:51,Instagram,Story,Video,,"1,950","1,950",,"1,678","1,678",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178,"1,638",54,0,,,,,,
7/23/25 14:48,Instagram,Story,Video,,"2,060","2,060",,"1,776","1,776",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,"1,629",58,0,,,,,,
7/23/25 14:45,Instagram,Story,Video,,"1,913","1,913",,"1,701","1,701",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,"1,688",59,0,,,,,,
7/23/25 14:41,Instagram,Story,Photo,,"2,297","2,297",,"1,953","1,953",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,"1,802",77,0,,,,,,
7/23/25 14:40,Instagram,Story,Photo,,"2,320","2,320",,"1,900","1,900",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247,"1,865",68,0,,,,,,
7/23/25 14:38,Instagram,Story,Photo,,"2,296","2,296",,"1,910","1,910",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183,"1,874",80,0,,,,,,
7/23/25 14:37,Instagram,Story,Photo,,"2,311","2,311",,"1,936","1,936",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,"1,912",126,0,,,,,,
7/23/25 14:37,Instagram,Story,Video,,"2,344","2,344",,"2,017","2,017",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,"1,907",192,0,,,,,,
7/17/25 14:23,Instagram,Story,Video,,"2,496","2,496",,"2,088","2,088",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,"1,355",318,0,,,,,,
7/16/25 16:37,Instagram,Story,Photo,,"2,228","2,228",,"2,014","2,014",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,"1,429",487,0,,,,,,
7/11/25 11:24,Instagram,Story,Photo,,"4,070","4,070",,"3,072","3,072",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,"2,354",621,0,,,,,,
7/10/25 12:03,Instagram,Story,Photo,,"2,799","2,799",,"2,279","2,279",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,"1,809",499,0,,,,,,
7/8/25 16:44,Instagram,Story,Video,,"2,731","2,731",,"2,393","2,393",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,"1,731",467,0,,,,,,
7/8/25 11:05,Instagram,Story,Video,,"3,291","3,291",,"2,837","2,837",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,"2,444",386,0,,,,,,
7/4/25 9:28,Instagram,Story,Video,,"1,702","1,702",,"1,545","1,545",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"1,079",392,0,,,,,,
7/3/25 9:57,Instagram,Story,Photo,,"2,978","2,978",,"2,507","2,507",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,"1,855",541,0,,,,,,
7/2/25 12:56,Instagram,Story,Video,,"2,227","2,227",,"1,872","1,872",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,"1,584",299,0,,,,,,
6/30/25 12:52,Instagram,Story,Photo,,"2,745","2,745",,"2,325","2,325",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,"1,833",468,0,,,,,,
6/27/25 15:26,Instagram,Story,Video,,"1,855","1,855",,"1,855","1,855",,,0%,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,"1,385",408,0,,,,,,
6/23/25 14:50,Instagram,Story,Photo,,"2,615","2,615",,"2,216","2,216",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,"1,600",552,0,,,,,,
6/16/25 10:18,Instagram,Story,Photo,,"2,762","2,762",,"2,723","2,723",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,"2,062",619,0,,,,,,
6/15/25 22:22,Instagram,Story,Video,,"2,394","2,394",,"2,304","2,304",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,"1,693",469,0,,,,,,
5/30/25 14:06,Instagram,Story,Video,,"2,181","2,181",,"2,196","2,196",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,"2,004",164,0,,,,,,
5/30/25 13:04,Instagram,Story,Photo,,"2,207","2,207",,"2,185","2,185",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,"2,048",157,0,,,,,,
5/30/25 13:04,Instagram,Story,Photo,,"2,272","2,272",,"2,241","2,241",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233,"2,125",124,0,,,,,,
5/21/25 12:40,Instagram,Story,Video,,"2,166","2,166",,"2,060","2,060",,,0%,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,"1,694",407,0,,,,,,
